abstract,assignees,crawled_date,date_filed,date_issued,inventors,location,patent_number,title,type,url
"The disclosed embodiments provide a system for analyzing data from a monitored system. During operation, the system identifies a difference between a performance of an application and a service-level agreement (SLA) of the application. Next, the system determines a correlation between the performance of the application and a disk input/output (I/O) performance of a data storage device used by the application. When the correlation exceeds a threshold, the system outputs a recommendation to migrate the application between the data storage device and a different type of data storage device.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 20, 2017","Zhenyun Zhuang, Sergiy Zhuk, Haricharan K. Ramachandra, Badrinath K. Sridharan",https://patents.justia.com/company/linkedin?page=4,20170206015,PERFORMANCE-BASED MIGRATION AMONG DATA STORAGE DEVICES,Application,https://patents.justia.com/patent/20170206015
"Disclosed in one example is a method for searching. In some examples, the method includes receiving an unstructured search query, parsing the unstructured search query into a plurality of structured search attributes using a search term attribute dictionary, performing a search of a structured database based upon the plurality of structured search attributes to identify a plurality of search results, populating a plurality of form fields of a search form with the plurality of structured search attributes, and displaying the search form in association with the search results.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 18, 2017","Heyning Cheng, Daniel Tunkelang",https://patents.justia.com/company/linkedin?page=4,9710518,Method and system for semantic search against a document collection,Grant,https://patents.justia.com/patent/9710518
"Example communication systems and methods are described. In one implementation, a method receives a message from a message server. The method identifies constituent data contained in the message and accesses supplemental information associated with the message based on the constituent data. The message is modified to include at least one of a portion of the supplemental information and a reference to the supplemental information. The modified message is then communicated to a client device.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 11, 2017","Martin Kleppmann, Rahul Vohra, Conrad Irwin, Lee Mallabone, Sam Stokes",https://patents.justia.com/company/linkedin?page=4,9705829,Communication systems and methods,Grant,https://patents.justia.com/patent/9705829
"The invention relates to a method and system for selecting personalized content for a user, the method being performed by an evaluation tool instantiated on a computing device and comprising the evaluation tool. The evaluation tool creates a content selection rule for the user for finding and filtering content items, such as advertising content. The tool generates a content selection algorithm from the content selection rule for determining which content items to present to the user and presents the content item to the user based on the content selection algorithm and allows the user to interact with the presented content item.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 11, 2017","David S. Mawhinney, Dean Sherwood Thompson, Evan S. DiBiase, Matthew J. Fleckenstein, Sean J. Ammirati, Thi T. Avrahami",https://patents.justia.com/company/linkedin?page=4,9703877,Computer-based evaluation tool for selecting personalized content for users,Grant,https://patents.justia.com/patent/9703877
"Systems and methods for the measuring of affinity levels via passive and active interactions are provided. A first group of users are selected from a plurality of possible groups of users. Affinity levels are measured among the users of the first group, the affinity levels based at least partially on both passive and active interactions between an electronic device of a first user and electronic devices of users in the first group. The first user is added to the first group based on the affinity levels.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 11, 2017","Vincent Mallet, Jessica Cheng, Noah Fiedel, Eric William Gillum, Ganesh Ramanarayanan, Nicholas James Woods",https://patents.justia.com/company/linkedin?page=4,9705760,Measuring affinity levels via passive and active interactions,Grant,https://patents.justia.com/patent/9705760
"A system, method, and apparatus are provided for facilitating reverse reading of sequentially stored variable-length data records. Each record is stored with accompanying size metadata that identifies the size or length of the record. Further, if the length of a given record is greater than a threshold (e.g., 127 bytes when the length is stored with variable-length quantity encoding), such that more than one byte (or other storage unit) is needed to store the record length, an additional byte (or other unit) is configured to store the size/length of the record length (e.g., the number of bytes required to store the record length). The most significant bit of the additional byte is set to 1, so that during reverse reading, the location and size of the record length value can be quickly determined.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 6, 2017",Sanjay Sachdev,https://patents.justia.com/company/linkedin?page=4,20170192674,"FACILITATING REVERSE READING OF SEQUENTIALLY STORED, VARIABLE-LENGTH DATA",Application,https://patents.justia.com/patent/20170192674
"Users belonging to a particular category at a networking site are monitored by a system and according to a method for their selection of articles from a networking update stream. The characteristics of the users, including the categories they belong to, are received as metadata corresponding to the each respective article. Periodically an article database is queried according to the category and a selected time period to determine the number of users that have chosen to follow the industry and that have initiated selection actions towards articles in the database. Articles from the query are ranked according to their popularity among users having interest in the same industry category and are presented to a viewing user at the networking site.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 4, 2017","Allen Blue, Joff Redfern, Paul Taylor Ogilvie, Joseph Paul Betz",https://patents.justia.com/company/linkedin?page=4,9697285,Segmentation of professional network update data,Grant,https://patents.justia.com/patent/9697285
"An Internet-based system capable of automatically maintaining contact-related information in any computer software application or digital device which stores or manages contact-related information. More particularly, the system allows users to automatically enter and maintain contact-related information in a digital address book or similar application or device with minimal or no manual entry of the contact-related information by the user. The system also allows contacts of the user to make corrections to their contact-related information contained in the user's address book, request reciprocal contact information from the user, deny the user access to additional or corrected contact-related information and take other actions relative to managing the contact-related information which others (users) have about them.",LINKEDIN CORPORATION,"09/03/2019, 12:53:43","May 16, 2014","July 4, 2017",Robert L. Gropper,https://patents.justia.com/company/linkedin?page=4,9697289,Auto update utility for digital address books,Grant,https://patents.justia.com/patent/9697289
"Disclosed in some examples are systems, methods, and machine readable mediums which allow for the automatic creation of a skills hierarchy. The skills hierarchy comprises an organization of a standardized list of skills into a hierarchy that describes category relationships between the skills in the hierarchy. The category relationships may include no relationships, parent relationships, and child relationships. A skill may be considered a parent of another skill if the parent skill describes a broader category of skill that includes the child. Other relationships such as grandparent (e.g., a parent's parent), great-grandparent, grandchild, great grandchild and so on may be defined inferentially as well. In some examples, the constructed hierarchy may be organized with broader skills at higher levels and narrower skills at lower levels.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 4, 2017","Matt Burgess, Peter N. Skomoroch",https://patents.justia.com/company/linkedin?page=4,9697472,Skills ontology creation,Grant,https://patents.justia.com/patent/9697472
"Systems, methods and a machine-readable media are described herein for a salary range engine to identify at least one attribute of a first member profile from a plurality of member profiles of a social networking service. The salary range engine correlates the at least one attribute with respect to at least a portion of trained salary data in a trained salary data repository. The salary range engine infers a target salary range based on a correlation between the at least one attribute of the first member profile and at least the portion of the trained salary data.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 4, 2017","Luke MacDonald Vilnis, Andrew David Blevins, Gloria Lau, Vitaly Gordon",https://patents.justia.com/company/linkedin?page=4,9697498,Inferred salary distribution for schools,Grant,https://patents.justia.com/patent/9697498
"Systems and methods for the forming of user device groups are presented. In one example, logical relationship information describing logical relationships among a plurality of user devices is accessed. Scores for each of a plurality of possible groups are generated based at least partially on the logical relationship information and information about a first user device, but the scores not being based on any personally identifiable information about the first user of the first user device. A first group is selected from the plurality of possible groups based on the scores. Then the first user device is added to the first group.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 27, 2017","Vincent Mallet, Jessica Cheng, Noah Fiedel, Eric William Gillum, Ganesh Ramanarayanan, Nicholas James Woods",https://patents.justia.com/company/linkedin?page=4,9691108,Determining logical groups without using personal information,Grant,https://patents.justia.com/patent/9691108
"Tools (systems, apparatuses, methodologies, computer program products, etc.) for pairing electronic devices including touchscreen-enabled electronic devices, and for facilitating communication between paired electronic devices.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 27, 2017","Bowei Gai, Matthew David Shoup",https://patents.justia.com/company/linkedin?page=4,9692869,Mobile device pairing,Grant,https://patents.justia.com/patent/9692869
An online address book is configured to include a multi-user input bar to receive search terms intended to match contacts existing in a user's contact list. If a search term does not match any entry in the current contact list the search is extended by the multi-user input bar to include further candidate contacts. Candidate contacts are acquired through social profiles available from a set of networking sites linked-to over the Internet. A candidate contact that does match the search term is added to the contact list with a public profile whose contents are populated with contact data acquired from social profiles available through the networking sites. This practice of profile bookmarking may be applied iteratively across candidate contacts from various networking sites to build an extensive public profile.,LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 20, 2017",Sachin Rekhi,https://patents.justia.com/company/linkedin?page=4,9686328,Online address book with multi-use input bar and profile bookmarking,Grant,https://patents.justia.com/patent/9686328
"The disclosed embodiments provide a system for processing data. During operation, the system obtains an attribute of a stack trace of a software program. Next, the system uses the attribute to select an address-translation instance from a set of address-translation instances for processing the stack trace. The system then provides the stack trace to the selected address-translation instance for use in translating a set of memory addresses in the stack trace into a set of symbols of instructions stored at the memory addresses.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 15, 2017","Arman H. Boehm, Anant R. Rao, Jui Ting Weng, Haricharan K. Ramachandra",https://patents.justia.com/company/linkedin?page=4,20170168955,EFFICIENT ADDRESS-TO-SYMBOL TRANSLATION OF STACK TRACES IN SOFTWARE PROGRAMS,Application,https://patents.justia.com/patent/20170168955
"The disclosed embodiments provide a system for detecting and managing memory inefficiency in a software program. During operation, the system obtains a first snapshot of a heap for a software program, wherein the first snapshot includes a first set of objects stored in the heap at a first time. Next, the system applies a compression technique to the first snapshot to obtain a first set of inefficiency metrics for the first set of objects, wherein each inefficiency metric in the first set of inefficiency metrics represents a memory inefficiency of an object in the heap at the first time. The system then outputs the first set of inefficiency metrics with additional attributes of the first set of objects to improve identification of the memory inefficiency in the software program.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 15, 2017","John W. Nicol, Cuong H. Tran, Haricharan K. Ramachandra, Badrinath K. Sridharan",https://patents.justia.com/company/linkedin?page=4,20170168726,COMPRESSION-BASED DETECTION OF MEMORY INEFFICIENCY IN SOFTWARE PROGRAMS,Application,https://patents.justia.com/patent/20170168726
"In order to dynamically generate customized content, a set of format options for a document (including layout and/or ordering) may be defined and user behaviors in a social network associated with different versions of the document may be tracked. For example, the user behaviors may include a number of views of the document, a percentage of the document viewed and/or a viewing time of the document. This customization technique allows feedback based on user behaviors to guide revisions to the format of the document, such as selecting different format options for particular subgroups of the users (which may even be individually specific). The resulting customized content can be presented concurrently, so that different users can view different versions of the same document at the same time.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 15, 2017",Jonathan L. Sherman-Presser,https://patents.justia.com/company/linkedin?page=4,20170169028,DYNAMIC CUSTOMIZED CONTENT BASED ON USER BEHAVIOR,Application,https://patents.justia.com/patent/20170169028
"An Internet-based system capable of automatically maintaining contact-related information in any computer software application or digital device which stores or manages contact-related information. More particularly, the system allows users to automatically enter and maintain contact-related information in a digital address book or similar application or device (such as a wireless phone or PDA) with minimal or no manual entry of the contact-related information by the user. The system also allows contacts of the user (i.e. people who's contact information or partial contact information is present in the user's address book application) to make corrections to their contact-related information contained in the user's address book, request reciprocal contact information from the user, deny the user access to additional or corrected contact-related information and take other actions relative to managing the contact-related information which others (users) have about them.",LINKEDIN CORPORATION,"09/03/2019, 12:53:43","May 16, 2014","June 13, 2017",Robert L. Gropper,https://patents.justia.com/company/linkedin?page=4,9679058,User interfaces for providing updated contact information,Grant,https://patents.justia.com/patent/9679058
"A method of providing one or more snapshots extracted from video footage includes displaying a first image in a first display area. The first image is associated with a first capture time. The method also includes displaying a first plurality of preview images in a second display area. The first plurality of preview images are associated with times prior to the first capture time. The method further includes displaying a second plurality of preview images in a third display area. The second plurality of preview images are associated with times subsequent to the first capture time. Moreover, the method includes selecting at least one of the first image, one of the first plurality of preview images, or one of the second plurality of preview images and saving the selected image to a memory.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 13, 2017","Jonathan Kaplan, David Ben-Yaakov, Jonathan Benjamin Korman, Philip C. Kim",https://patents.justia.com/company/linkedin?page=4,9681087,Method and system for still image capture from video footage,Grant,https://patents.justia.com/patent/9681087
"Techniques for ascribing social attributes to content items and for selecting content to display in a content feed are described. According to various embodiments, accessing one or more content items accessible via a network are accessed, each of the content items having received one or more social activity signals. Thereafter, members of an online social network service that submitted the social activity signals may be identified. Member profile data identifying member profile attributes of the members cemented the social activity signals may then be accessed. Thereafter, social attribute information may be generated and associated with each of the content items, the social attribute information identifying the member profile attributes of the members that submitted the social activity signals associated with each of the content items.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 6, 2017","Allen J. Blue, Ryan Roslansky",https://patents.justia.com/company/linkedin?page=4,9674136,Techniques for ascribing social attributes to content,Grant,https://patents.justia.com/patent/9674136
"A system, method and computer program product are provided for managing a distributed computing system that features multiple hosts executing a distributed application. On each host a collector process collects application-level and/or system-level metrics and reports them to a data repository. A controller executes actor processes that compare the metrics, and/or trends in the metrics, to predetermined thresholds. If a threshold is met or passed, the corresponding actor or the controller initiates one or more remedy processes that take action intended to alleviate the condition detected by the actor. When a remedy is triggered, the controller takes a snapshot of the system to identify the current state, and saves information indicating how well the executed remedies corrected the situation. When a new snapshot matches an existing snapshot, the controller uses the saved information to determine which remedies to apply to the present occurrence of the mutual state.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 6, 2017","Michael Casey Brown, Sylvain Kalache",https://patents.justia.com/company/linkedin?page=4,9674031,Automated management of a distributed computing system,Grant,https://patents.justia.com/patent/9674031
"In order to facilitate the requesting of desired information from a graph database that stores a graph, a system may translate an initial query into a query that can be executed against the graph database. In particular, using primitives, the system may translate a query associated with a type of database (such as a relational database) into the query. The graph may include nodes, edges between the nodes, and predicates to represent and store data with index-free adjacency. Moreover, the primitives may include: a rule based on edges in the graph that expresses a relational schema in the type of database, and information associated with a compound key that specifies a relationship between nodes, edges and predicates in the graph corresponding to a table in the type of database. Then, the system may execute the query against the graph database, and may receive a result that includes a subset of the graph.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 6, 2017","Srinath Shankar, Huaxin Liu, Robert W. Stephenson, Scott M. Meyer",https://patents.justia.com/company/linkedin?page=4,9672247,Translating queries into graph queries using primitives,Grant,https://patents.justia.com/patent/9672247
"The disclosed embodiments provide a system for processing data. During operation, the system obtains a current window of one or more intervals of time-series data collected from a monitored system. Next, the system continuously performs a statistical hypothesis test that compares the one or more intervals of the time-series data with baseline values from historic time-series data associated with the monitored system. When the statistical hypothesis test indicates a deviation of the time-series data from the baseline values, the system outputs an alert of an anomaly represented by the deviation.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 1, 2017","Ritesh Maheshwari, Liang Zhang, Yang Yang, Jieying Chen, Ruixuan Hou, Steven S. Noble, David Q. He, Sanjay S. Dubey, Deepak Agarwal",https://patents.justia.com/company/linkedin?page=4,20170154275,STATISTICAL DETECTION OF SITE SPEED PERFORMANCE ANOMALIES,Application,https://patents.justia.com/patent/20170154275
"The disclosed embodiments provide a system for processing data. During operation, the system obtains a set of components of a time-series performance metric associated with an anomaly in a performance of one or more monitored systems. For each component in the set of components, the system performs a statistical hypothesis test on the component to assess a deviation of the component from a baseline value of the component. When the statistical hypothesis test identifies a statistically significant deviation of the component from the baseline value, the system outputs an alert comprising a root cause of the anomaly that is represented by the statistically significant deviation of the component from the baseline value.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 1, 2017","Ritesh Maheshwari, Liang Zhang, Yang Yang, Jieying Chen, Toon Sripatanaskul, Ruixuan Hou, Steven S. Noble, David Q. He, Sanjay S. Dubey, Deepak Agarwal",https://patents.justia.com/company/linkedin?page=4,20170155537,ROOT CAUSE INVESTIGATION OF SITE SPEED PERFORMANCE ANOMALIES,Application,https://patents.justia.com/patent/20170155537
"The disclosed embodiments provide a system for processing data. During operation, the system obtains a component of a time-series performance metric associated with a server-side root cause of an anomaly in the time-series performance metric. Next, the system obtains a call graph representation of the component, wherein the call graph representation includes a parent node having a parent value of the component and a set of child nodes of the parent node, each child node having a corresponding child value of the component. The system then analyzes the call graph representation to identify one or more of the child nodes as sources of the anomaly. Finally, the system outputs an alert that identifies the sources of the anomaly.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 1, 2017","Ritesh Maheshwari, Liang Zhang, Yang Yang, Jieying Chen, Toon Sripatanaskul, Ruixuan Hou, Steven S. Noble, David Q. He, Sanjay S. Dubey, Deepak Agarwal",https://patents.justia.com/company/linkedin?page=4,20170155570,ANALYSIS OF SITE SPEED PERFORMANCE ANOMALIES CAUSED BY SERVER-SIDE ISSUES,Application,https://patents.justia.com/patent/20170155570
"The disclosed embodiments provide a system for processing data. During operation, the system obtains a set of records from a set of inputs, with each record containing an entity key, a partition key, and one or more attribute-value pairs. For each attribute-value pair in the records, the system maps an attribute name in the attribute-value pair to a unique identifier for the attribute name and replaces the attribute name with the unique identifier. The system then identifies a subset of the records with a matching entity key and a matching partition key and merges the subset of the records into a single record that includes the matching entity key, the matching partition key, and a single field containing a list of attribute-value pairs from the subset of the records. Finally, the system provides the single record and the mapping for use in querying from a centralized source.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 1, 2017","Bin Wu, Weiqin Ma, Qiang Zhu, Yuankui Sun, Yan Liu, Weidong Zhang, Hong Lu",https://patents.justia.com/company/linkedin?page=4,20170154057,EFFICIENT CONSOLIDATION OF HIGH-VOLUME METRICS,Application,https://patents.justia.com/patent/20170154057
"A daily connection facility is available to the user either through a webpage or by e-mail in the form of a synopsis of connection identifiers between the user and their contacts. The web-based version presents connection information in the form of an agenda view, an engage view, and a reminder view. Each view type is selectable by corresponding tab on the webpage. The daily connected e-mail presents an agenda of meetings and events by location, title, and time. The daily connected e-mail also presents interesting profile and connection information about the attendees such as their communications in blogs and postings, recent communications with user, including messages and meetings, as well as contact information and a list of other contacts in common.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","May 30, 2017",Sachin Rekhi,https://patents.justia.com/company/linkedin?page=4,9667678,Providing social context to calendar events,Grant,https://patents.justia.com/patent/9667678
"A device, system, and method may include an electronic data storage configured to store social network data related to use of the social network by users. A processor, coupled to the electronic data storage, may be configured to determine a recommended action that a member of the social network may take to increase a likelihood of at least one of the uses of the social network to access a social network content item related to the member and determine an estimated statistical change in a rate at which the users may access the social network content item if the recommended action were implemented by the member based, at least in part, on the social network data stored in the electronic data storage.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","May 30, 2017","Vinodh Jayaram, Bradley Scott Mauney, Ehud Milo, Eric Melz, Nick Swartzendruber, Jason Chen, Aastha Jain, Prachi Gupta",https://patents.justia.com/company/linkedin?page=4,9665584,System and method for recommending actions on a social network,Grant,https://patents.justia.com/patent/9665584
"In order to leverage annotation bias in batch annotations, obtained via crowdsourcing, on a set of comments on user posts in a social network, a system may select a subset of the comments for annotation based on how informative expected annotations for the comments in the subset are for the one or more classifiers and probabilities of occurrence of the expected annotations based on a predetermined annotation probability distribution. Note that the classifier may predict how likely the expected annotations are accurate for the comments in a given subset. Moreover, the predetermined annotation probability distribution may specify the annotation bias. In this way, the system may use the annotation bias to select the subset that is likely to receive expected annotations and, thus, are that are easier to use in training the classifier.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","May 30, 2017","Honglei Zhuang, Joel D. Young",https://patents.justia.com/company/linkedin?page=4,9665551,Leveraging annotation bias to improve annotations,Grant,https://patents.justia.com/patent/9665551
"Disclosed in some examples are methods, systems, and machine-readable mediums which provide a relevance engine for determining a relevance of an individual (either a non-member or another member) to another individual (either a non-member or another member). This relevance engine may use signals in the form of data that the social networking service may learn about the individuals to determine how relevant the individuals are to each other. Example applications may include ordering of connection invitations in a social networking service.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","May 23, 2017","Samir M. Shah, Mitul Tiwari, Roshan Rajesh Sumbaly, Curtis Wang",https://patents.justia.com/company/linkedin?page=4,9661090,Connection invitation ordering,Grant,https://patents.justia.com/patent/9661090
"Systems and methods for presenting recommendations for resources to be used by members in learning about and/or acquiring a skill are described. In some example embodiments, the systems and methods receive information associated with a skill from a member of a social network, identify members of the social network that are associated with the skill, receive information from the identified members of the social network that identifies one or more resources associated with the skill, and generate a list of recommended resources that is based on the information received from the identified members of the social network.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","May 23, 2017","Heyning Cheng, Navneet Kapur, Ganesh Ramesh",https://patents.justia.com/company/linkedin?page=4,9661039,Recommending resources to members of a social network,Grant,https://patents.justia.com/patent/9661039
"A system and method for dynamically scanning one or more features on a Website. The system allows detecting of stored scripting errors, where an attack or injection occurs on a page or feature that results in executing malicious code by another page or feature. The system uses stored test identities and allows testing reuse.",LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","May 23, 2017","Roman Shafigullin, Yuji Kosuga, Arvind Mani",https://patents.justia.com/company/linkedin?page=4,9661014,Leveraging persistent identities in website testing,Grant,https://patents.justia.com/patent/9661014
A method of using mobile devices of participants of a meeting to facilitate a meeting is disclosed. It is identified that a group of two or more people are conducting the meeting. Information about the group of the two or more people is collected based on a relevance of the information to a context of the meeting. At least a portion of the information is transmitted for presentation in a user interface of a mobile device of each member of the group to facilitate the meeting.,LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","May 23, 2017",Tomer Cohen,https://patents.justia.com/company/linkedin?page=4,9661041,Virtual conference manager,Grant,https://patents.justia.com/patent/9661041
,LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 13, 2017","John Eze, Ashley Woodman Hall",https://patents.justia.com/company/linkedin?page=4,D789390,Portion of a display with a graphical user interface,Grant,https://patents.justia.com/patent/D789390
,LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 13, 2017","John Eze, Ashley Woodman Hall, Sachin Rekhi",https://patents.justia.com/company/linkedin?page=4,D789403,Display screen or portion thereof with a graphical user interface,Grant,https://patents.justia.com/patent/D789403
,LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","June 20, 2017","John Eze, Ashley Woodman Hall",https://patents.justia.com/company/linkedin?page=4,D789972,Portion of a display with a graphical user interface,Grant,https://patents.justia.com/patent/D789972
,LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 11, 2017","John Eze, Angela Yoonjeong Yang, Juan Manuel Mondragon Lugo, Sean Sands, Joseph Farquharson",https://patents.justia.com/company/linkedin?page=4,D791785,Display screen or portion thereof with a graphical user interface,Grant,https://patents.justia.com/patent/D791785
,LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 11, 2017","John Eze, Angela Yoonjeong Yang, Juan Manuel Mondragon Lugo, Sean Sands, Joseph Farquharson",https://patents.justia.com/company/linkedin?page=4,D791822,Display screen or portion thereof with a graphical user interface,Grant,https://patents.justia.com/patent/D791822
,LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 11, 2017","John Eze, Angela Yoonjeong Yang, Juan Manuel Mondragon Lugo, Sean Sands, Joseph Farquharson",https://patents.justia.com/company/linkedin?page=4,D791825,Display screen or portion thereof with a graphical user interface,Grant,https://patents.justia.com/patent/D791825
,LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 11, 2017","John Eze, Angela Yoonjeong Yang, Juan Manuel Mondragon Lugo, Sean Sands, Joseph Farquharson",https://patents.justia.com/company/linkedin?page=4,D791826,Display screen or portion thereof with a graphical user interface,Grant,https://patents.justia.com/patent/D791826
,LinkedIn Corporation,"09/03/2019, 12:53:43","May 16, 2014","July 11, 2017","John Eze, Angela Yoonjeong Yang, Juan Manuel Mondragon Lugo, Sean Sands, Joseph Farquharson",https://patents.justia.com/company/linkedin?page=4,D791834,Display screen or portion thereof with a graphical user interface,Grant,https://patents.justia.com/patent/D791834
"A system obtains desired information from a database by dynamically modifying a query plan while executing a query against the database. In particular, the system accesses predefined cardinality information associated with the query for the database (such as a number of occurrences of information associated with the query in the database), and identifies query constraints based on the predefined cardinality information. Then, the system determines an initial query plan based on the query constraints. After executing an initial query against the database based on the initial query plan, the system revises the initial query and the initial query plan, based on partial results of the initial query, to produce a revised query and a revised query plan. Next, the system executes the revised query against the database based on the revised query plan to obtain additional partial results, and the operations are repeated until a total result is obtained.",LINKEDIN CORPORATION,"09/03/2019, 12:53:43","November 16, 2015","May 18, 2017","Nikhil Teletia, Srinath Shankar, Scott M. Meyer",https://patents.justia.com/company/linkedin?page=5,20170139991,DYNAMIC QUERY PLAN BASED ON SKEW,Application,https://patents.justia.com/patent/20170139991
"In order to ingest data from an arbitrary source in a set of sources, a computer system accesses predefined configuration instructions. Then, the computer system generates a dynamic data-ingestion pipeline that is compatible with a Hadoop file system based on the predefined configuration instructions. This dynamic data-ingestion pipeline includes a modular arrangement of operators from a set of operators that includes: an extraction operator for extracting the data of interest from the source, a converter operator for transforming the data, and a quality-checker operator for checking the transformed data. Moreover, the computer system receives the data from the source. Next, the computer system processes the data using the dynamic data-ingestion pipeline as the data is received without storing the data in memory for the purpose of subsequent ingestion processing.",LinkedIn Corporation,"09/03/2019, 12:53:43","November 16, 2015","May 18, 2017","Lin Qiao, Yinan Li, Sahil Takiar, Ziyang Liu, Narasimha R. Veeramreddy, Min Tu, Ying Dai, Issac Buenrostro, Kapil L. Surlaker, Shirshanka Das, Chavdar Botev, Kenneth D. Goodhope",https://patents.justia.com/company/linkedin?page=5,20170139956,DYNAMIC DATA-INGESTION PIPELINE,Application,https://patents.justia.com/patent/20170139956
"In an example embodiment, a gesture indication is received from a mobile device, the gesture indication having been generated by the mobile device in response to a user gesture on a user interface of the mobile device with respect to a video currently being recorded by the mobile device. Then a social network service is accessed to obtain a listing of one or more potential visitors to view the video, the listing being automatically generated based at least partially on user preferences set by a user of the mobile device. Availability notifications are issued to the one or more potential visitors in the listing. A visit request is received from one of the one or more potential visitors. In response to the receiving of a visit request, the video currently being recorded is broadcast to the potential visitor corresponding to the visit request.",LinkedIn Corporation,"09/03/2019, 12:53:43","November 16, 2015","May 16, 2017","Bill Nguyen, Vincent Mallet, Nicholas Woods, Jessica Cheng, Sandip Chokshi, Ganesh Ramanarayanan, Megan Streich",https://patents.justia.com/company/linkedin?page=5,9654535,Broadcasting video based on user preference and gesture,Grant,https://patents.justia.com/patent/9654535
"In an example embodiment, a gesture indication generated by a mobile device in response to a user gesture on a user interface of the mobile device with respect to a video currently being recorded by the mobile device is received. Availability notifications are then issued to the one or more potential visitors in the listing. A visit request is received from one of the one or more potential visitors, and then a host invitation is issued to the mobile device. In response to an indication that the user device has permitted the potential visitor corresponding to the visit request to view the video currently being recorded as a live video broadcast, the video currently being recorded is broadcast to the potential visitor corresponding to the visit request.",LinkedIn Corporation,"09/03/2019, 12:53:43","November 16, 2015","May 16, 2017","Bill Nguyen, Vincent Mallet, Nicholas Woods, Jessica Cheng, Sandip Chokshi, Ganesh Ramanarayanan, Megan Streich",https://patents.justia.com/company/linkedin?page=5,9654534,Video broadcast invitations based on gesture,Grant,https://patents.justia.com/patent/9654534
"Disclosed in some examples is a method comprising determining a first set of high ranking skills, the first set containing skills possessed by a member of the social networking service based upon the member's user profile; determining a second set of high ranking skills, the second set containing skills for a second member of the social networking service based on the second member's user profile; determining a third set of high ranking skills, the third set being the intersection between the first and second set of high ranking skills; and suggesting one or more of the skills in the third set of high ranking skills to the member for endorsement of the second member with respect to that skill.",LinkedIn Corporation,"09/03/2019, 12:53:43","November 16, 2015","May 16, 2017","Vinodh Jayaram, Peter N. Skomoroch, Matthew T. Hayes, Adam Nash, David Michael Breger, Prachi Gupta, Elliot Shmukler, Avery Moon",https://patents.justia.com/company/linkedin?page=5,9654592,Skills endorsements,Grant,https://patents.justia.com/patent/9654592
A method and apparatus for generating a code index for multiple types of code is provided. The method comprises: analyzing a plurality of files that includes a first file that contains first code in a first programming language and a second file that contains second code in a second programming language; identifying a first plurality of tokens within the first file based on a first tokenizing approach; identifying a second plurality of tokens within the second file based on a second tokenizing approach that is different than the first tokenizing approach; storing the first plurality of tokens and the second plurality of tokens within a particular index.,LinkedIn Corporation,"09/03/2019, 12:53:43","November 16, 2015","May 9, 2017",Vlad Shlosberg,https://patents.justia.com/company/linkedin?page=5,9645816,Multi-language code search index,Grant,https://patents.justia.com/patent/9645816
